STATE,COUNTY,STATE_NAME,mean_missingness,tract_count
46,73,South Dakota,,1
46,77,South Dakota,,2
46,79,South Dakota,,3
46,85,South Dakota,,2
46,87,South Dakota,,2
46,89,South Dakota,,1
46,91,South Dakota,,1
46,97,South Dakota,,1
46,105,South Dakota,,1
46,107,South Dakota,,1
46,111,South Dakota,,1
46,117,South Dakota,,1
46,119,South Dakota,,1
46,123,South Dakota,,2
46,125,South Dakota,,2
46,129,South Dakota,,2
46,137,South Dakota,,1
47,23,Tennessee,,3
47,27,Tennessee,,2
47,39,Tennessee,,4
47,41,Tennessee,,4
47,49,Tennessee,,4
47,95,Tennessee,,2
47,101,Tennessee,,2
47,121,Tennessee,,3
47,135,Tennessee,,2
47,137,Tennessee,,1
47,151,Tennessee,,5
47,153,Tennessee,,3
47,159,Tennessee,,5
48,23,Texas,,1
48,35,Texas,,7
48,69,Texas,,3
48,79,Texas,,1
48,95,Texas,,1
48,101,Texas,,1
48,103,Texas,,1
48,125,Texas,,1
48,127,Texas,,2
48,129,Texas,,2
48,153,Texas,,2
48,205,Texas,,1
48,211,Texas,,1
48,237,Texas,,3
48,263,Texas,,1
48,271,Texas,,1
48,275,Texas,,2
48,307,Texas,,3
48,313,Texas,,4
48,327,Texas,,1
48,341,Texas,,4
48,369,Texas,,2
48,385,Texas,,1
48,391,Texas,,2
48,407,Texas,,4
48,417,Texas,,1
48,421,Texas,,1
48,483,Texas,,2
49,13,Utah,,3
49,19,Utah,,2
49,27,Utah,,3
49,31,Utah,,1
49,33,Utah,,1
49,39,Utah,,5
49,41,Utah,,5
49,55,Utah,,1
50,1,Vermont,,10
50,9,Vermont,,3
51,7,Virginia,,2
51,17,Virginia,,1
51,21,Virginia,,2
51,36,Virginia,,3
51,37,Virginia,,3
51,91,Virginia,,1
51,159,Virginia,,2
51,173,Virginia,,9
51,181,Virginia,,2
51,530,Virginia,,1
51,678,Virginia,,1
51,685,Virginia,,2
51,720,Virginia,,1
51,830,Virginia,,3
53,13,Washington,,1
53,39,Washington,,3
53,69,Washington,,1
54,3,West Virginia,,14
54,7,West Virginia,,3
54,31,West Virginia,,3
54,71,West Virginia,,3
54,73,West Virginia,,2
54,77,West Virginia,,8
54,93,West Virginia,,3
55,5,Wisconsin,,10
55,13,Wisconsin,,6
55,17,Wisconsin,,11
55,19,Wisconsin,,8
55,21,Wisconsin,,12
55,37,Wisconsin,,2
55,41,Wisconsin,,4
55,43,Wisconsin,,12
55,45,Wisconsin,,8
55,47,Wisconsin,,6
55,49,Wisconsin,,6
55,53,Wisconsin,,5
55,57,Wisconsin,,7
55,65,Wisconsin,,5
55,77,Wisconsin,,5
55,91,Wisconsin,,2
55,95,Wisconsin,,10
55,107,Wisconsin,,5
55,115,Wisconsin,,11
55,119,Wisconsin,,6
55,123,Wisconsin,,7
55,125,Wisconsin,,5
55,137,Wisconsin,,7
56,23,Wyoming,,4
